1721140471062207216,200,123299208,,1
1721140471068874633,200,116659208,,2
1721140471152923799,200,32612375,,19
1721140471058980758,200,126575708,,0
1721140471077896841,200,107662375,,4
1721140471092936216,200,107948625,,7
1721140471098168841,200,102723583,,8
1721140471084130716,200,116764333,,5
1721140471127915216,200,72982333,,14
1721140471088550883,200,123100916,,6
1721140471113054008,200,98637958,,11
1721140471117911174,200,93804417,,12
1721140471143433591,200,68287792,,17
1721140471157413341,200,54333958,,20
1721140471108884716,200,102865292,,10
1721140471177271841,200,34480208,,24
1721140471183961466,200,27792667,,25
1721140471162753466,200,49001708,,21
1721140471139099299,200,72657875,,16
1721140471148522591,200,63235708,,18
1721140471122181174,200,89596000,,13
1721140471072971883,200,138809875,,3
1721140471172750258,200,39033166,,23
1721140471104122549,200,108694125,,9
1721140471187325466,200,25604667,,26
1721140471192322716,200,25046917,,27
1721140471202973091,200,24517542,,29
1721140471207502466,200,24665125,,30
1721140471212763924,200,25826667,,31
1721140471217384883,200,28600583,,32
1721140471224155174,200,24766834,,33
1721140471237815258,200,24706166,,36
1721140471232193091,200,30375417,,35
1721140471247915758,200,22432500,,38
1721140471242469299,200,27894334,,37
1721140471253407341,200,23661792,,39
1721140471262505508,200,24285166,,41
1721140471268652383,200,21889916,,42
1721140471133224716,200,157328167,,15
1721140471273843424,200,25422375,,43
1721140471277369133,200,26848500,,44
1721140471283221883,200,28563833,,45
1721140471294131008,200,26725041,,47
1721140471298412716,200,24213958,,48
1721140471303763383,200,24672583,,49
1721140471308783799,200,20055292,,50
1721140471313907924,200,25442667,,51
1721140471328470633,200,30710833,,54
1721140471322655841,200,36543500,,53
1721140471332781799,200,27656042,,55
1721140471338947174,200,26426667,,56
1721140471342963508,200,26421875,,57
1721140471353310133,200,25410875,,59
1721140471357518508,200,28709208,,60
1721140471363911424,200,29848125,,61
1721140471197756091,200,200861792,,28
1721140471227336924,200,173006834,,34
1721140471368923216,200,31498917,,62
1721140471372281299,200,28146542,,63
1721140471257512674,200,145491334,,40
1721140471383722924,200,24296542,,65
1721140471388080216,200,20923500,,66
1721140471392556591,200,28958083,,67
1721140471397871841,200,30281208,,68
1721140471403006508,200,27825208,,69
1721140471413639799,200,24980375,,71
1721140471418432383,200,21544708,,72
1721140471423044008,200,21898041,,73
1721140471428178258,200,23856916,,74
1721140471432984674,200,24075834,,75
1721140471443256383,200,26711583,,77
1721140471448417424,200,22056334,,78
1721140471452387924,200,26241542,,79
1721140471457651133,200,24816250,,80
1721140471463712508,200,22878958,,81
1721140471474171966,200,24024167,,83
1721140471477646508,200,21762000,,84
1721140471482852216,200,27389209,,85
1721140471487211841,200,29952375,,86
1721140471492876925,200,27534000,,87
1721140471503894633,200,24295083,,89
1721140471508440633,200,20918125,,90
1721140471513027841,200,28887084,,91
1721140471524155550,200,22825666,,93
1721140471517258133,200,29743125,,92
1721140471532609925,200,31517458,,95
1721140471538600341,200,25550375,,96
1721140471542722466,200,26916625,,97
1721140471547411175,200,24722625,,98
1721140471554597550,200,30344583,,99
1721140471568604758,200,30530667,,102
1721140471562736258,200,36438750,,101
1721140471572228841,200,26950334,,103
1721140471579206300,200,22742083,,104
1721140471582360175,200,23118125,,105
1721140471593495091,200,25595417,,107
1721140471597538591,200,23597167,,108
1721140471602498675,200,23635750,,109
1721140471609052716,200,26711417,,110
1721140471613135341,200,28647459,,111
1721140471622943258,200,26442875,,113
1721140471628111550,200,22825500,,114
1721140471633716258,200,23417583,,115
1721140471638221383,200,27329958,,116
1721140471642384550,200,23169583,,117
1721140471652950550,200,26889375,,119
1721140471657650675,200,26673125,,120
1721140471662439425,200,27176750,,121
1721140471669232883,200,22979708,,122
1721140471672289008,200,22369792,,123
1721140471683016800,200,27318875,,125
1721140471687334883,200,26291583,,126
1721140471692181841,200,26918167,,127
1721140471377699341,200,341404500,,64
1721140471698183883,200,24720583,,128
1721140471704125383,200,23473833,,129
1721140471712992050,200,21270041,,131
1721140471718086175,200,26249875,,132
1721140471722704258,200,27215542,,133
1721140471727618841,200,26260084,,134
1721140471733837258,200,23741583,,135
1721140471742629591,200,23711334,,137
1721140471747329758,200,25541292,,138
1721140471757281425,200,25064458,,140
1721140471754024300,200,28473541,,139
1721140471762794633,200,23633083,,141
1721140471287942508,200,502047625,,46
1721140471167173508,200,629309458,,22
1721140471772801050,200,28379916,,143
1721140471778189966,200,25690792,,144
1721140471318653841,200,486986459,,52
1721140471782322883,200,25029042,,145
1721140471787950258,200,26108292,,146
1721140471793163925,200,24442833,,147
1721140471807284800,200,22560666,,150
1721140471802223258,200,28846875,,149
1721140471817428383,200,25173750,,152
1721140471812830966,200,29981834,,151
1721140471822613383,200,24043208,,153
1721140471838719716,200,22669334,,156
1721140471832920758,200,28468750,,155
1721140471842586591,200,25859292,,157
1721140471847265133,200,26682042,,158
1721140471853138841,200,26084375,,159
1721140471863004883,200,23490333,,161
1721140471867712133,200,23922625,,162
1721140471348955674,200,546249126,,58
1721140471872316050,200,23332041,,163
1721140471878206883,200,23562083,,164
1721140471883090300,200,22742041,,165
1721140471894268091,200,26890875,,167
1721140471898257425,200,25352916,,168
1721140471902293925,200,26856833,,169
1721140471908202133,200,25194958,,170
1721140471912626008,200,22918125,,171
1721140471923073716,200,24416292,,173
1721140471927226466,200,26320375,,174
1721140471932587050,200,29075666,,175
1721140471937966716,200,28421250,,176
1721140471943710841,200,29779792,,177
1721140471952817341,200,26736667,,179
1721140471958952675,200,25863291,,180
1721140471962296091,200,31360209,,181
1721140471968112966,200,28320292,,182
1721140471972612925,200,28734291,,183
1721140471983917216,200,26781292,,185
1721140471988699966,200,30658750,,186
1721140471993240758,200,26956750,,187
1721140471998026925,200,23016958,,188
1721140472002213925,200,25122750,,189
1721140472013881008,200,29782042,,191
1721140472019757550,200,32984041,,192
1721140472022949466,200,29998917,,193
1721140472027283216,200,26767709,,194
1721140472032816716,200,25320709,,195
1721140472042863883,200,32336833,,197
1721140472047697508,200,27503292,,198
1721140472052664425,200,25718500,,199
1721140472057815508,200,26690542,,200
1721140472068092425,200,24424666,,202
1721140472073063383,200,24242292,,203
1721140472078421091,200,25108209,,204
1721140472082472383,200,22588833,,205
1721140472089137091,200,33141042,,206
1721140472097256841,200,30099292,,208
1721140472102839175,200,27103791,,209
1721140472107978675,200,27082750,,210
1721140472114137258,200,25771792,,211
1721140472117364508,200,22578792,,212
1721140471707343341,200,441126959,,130
1721140471767997633,200,380549500,,142
1721140472122257675,200,26360958,,213
1721140471798091591,200,350531125,,148
1721140472127386466,200,24210750,,214
1721140472132850425,200,42692500,,215
1721140472147577758,200,28305917,,218
1721140472138186175,200,37701791,,216
1721140472153936925,200,25841916,,219
1721140472158556508,200,24461542,,220
1721140472163742716,200,23964750,,221
1721140471828949716,200,362605334,,154
1721140471407465133,200,784236875,,70
1721140472173727633,200,25994250,,222
1721140472177587341,200,27180917,,224
1721140472183572841,200,26015876,,225
1721140472187844758,200,24183375,,226
1721140472192190633,200,23462334,,227
1721140472197821842,200,23157000,,228
1721140472204133342,200,23235833,,229
1721140472208450008,200,26724167,,230
1721140472212440550,200,26097167,,231
1721140472217956508,200,21966000,,232
1721140472222975592,200,24243166,,233
1721140472232463967,200,25050958,,235
1721140472238976300,200,24408625,,236
1721140472243181092,200,25677666,,237
1721140472247230883,200,22403292,,238
1721140472252843717,200,29596625,,239
1721140472263416050,200,30927708,,241
1721140472267549842,200,26800541,,242
1721140472273310883,200,26872584,,243
1721140472279365342,200,28464375,,244
1721140472282469550,200,25366833,,245
1721140472143265050,200,169541417,,217
1721140471888948091,200,424097834,,166
1721140471497979466,200,816009959,,88
1721140471437625424,200,876375459,,76
1721140471468126758,200,845947459,,82
1721140471527381008,200,790530500,,94
1721140471561547716,200,756397209,,100
1721140471588113175,200,729836542,,106
1721140471618142716,200,702256209,,112
1721140471648973925,200,671428417,,118
1721140471678920133,200,641486584,,124
1721140471737197341,200,584581042,,136
1721140472293199050,200,28587583,,247
1721140471857613841,200,464177084,,160
1721140471947335133,200,377140917,,178
1721140471918713633,200,405766292,,172
1721140471977571550,200,346989750,,184
1721140472007709216,200,316886709,,190
1721140472037780050,200,292882042,,196
1721140472062775966,200,268022417,,201
1721140472299145633,200,31656667,,248
1721140472092344050,200,238465667,,207
1721140472303847092,200,26968500,,249
1721140472307595633,200,23495042,,250
1721140472312838217,200,24059541,,251
1721140472174064508,200,162902875,,223
1721140472287984217,200,48992375,,246
1721140472257462758,200,79519334,,240
1721140472227332592,200,109718083,,234
1721140472317965717,200,25098958,,252
1721140472322202300,200,27674292,,253
1721140472327262633,200,27336959,,254
1721140472332263758,200,26089417,,255
1721140472337734467,200,25424291,,256
1721140472343096175,200,25451292,,257
1721140472353261300,200,24555500,,259
1721140472348051175,200,30320708,,258
1721140472362195925,200,23226417,,261
1721140472358469342,200,26954208,,260
1721140472368342592,200,25467583,,262
1721140472372513300,200,24860750,,263
1721140472382567925,200,22475667,,265
1721140472388978717,200,25572125,,266
1721140472377585508,200,37133875,,264
1721140472393397800,200,21381917,,267
1721140472397328633,200,24459875,,268
1721140472403884675,200,28435042,,269
1721140472412466050,200,30948042,,271
1721140472418478008,200,24942959,,272
1721140472422360592,200,27832041,,273
1721140472428551717,200,23424458,,274
1721140472433822633,200,22506750,,275
1721140472443568050,200,29375125,,277
1721140472449225467,200,24549750,,278
1721140472452704633,200,25344542,,279
1721140472457852133,200,26148834,,280
1721140472467765758,200,21315125,,282
1721140472472835758,200,24504375,,283
1721140472478046883,200,29032834,,284
1721140472482824092,200,24265875,,285
1721140472489050967,200,24987458,,286
1721140472497325217,200,24095208,,288
1721140472502382925,200,22851542,,289
1721140472507301175,200,26737833,,290
1721140472512932467,200,24721625,,291
1721140472522747300,200,23497667,,293
1721140472532804633,200,23743792,,295
1721140472528908675,200,27645375,,294
1721140472537293967,200,23674416,,296
1721140472543946550,200,21149958,,297
1721140472548036717,200,24338625,,298
1721140472553653592,200,30733958,,299
1721140472557971133,200,26679709,,300
1721140472562683800,200,24849708,,301
1721140472568168633,200,22945000,,302
1721140472577706008,200,23489959,,304
1721140472582357842,200,22829333,,305
1721140472587469092,200,25946375,,306
1721140472408390008,200,205039250,,270
1721140472593126800,200,24248375,,307
1721140472597714633,200,23599292,,308
1721140472608909092,200,24497583,,310
1721140472612902842,200,29468958,,311
1721140472617359633,200,25059417,,312
1721140472623032883,200,23739917,,313
1721140472628657300,200,25572917,,314
1721140472638892217,200,27166916,,316
1721140472642352675,200,25098250,,317
1721140472649163592,200,25635125,,318
1721140472652314092,200,26296750,,319
1721140472663659758,200,22193209,,321
1721140472667401383,200,24794000,,322
1721140472672954175,200,22448542,,323
1721140472678411342,200,24008416,,324
1721140472682768175,200,22567375,,325
1721140472688139175,200,24399125,,326
1721140472443436008,200,269132750,,276
1721140472692173008,200,21865459,,327
1721140472698836550,200,25083083,,328
1721140472702373467,200,21674250,,329
1721140472712524300,200,23101333,,331
1721140472717739342,200,22695166,,332
1721140472729135092,200,20686666,,334
1721140472723682092,200,26462625,,333
1721140472738259342,200,24997500,,336
1721140472744154258,200,22972042,,337
1721140472747347217,200,24866250,,338
1721140472758655258,200,19603500,,340
1721140472753829717,200,34414125,,339
1721140472767232467,200,25132416,,342
1721140472772175508,200,23955125,,343
1721140472777816133,200,23284417,,344
1721140472782514425,200,29510458,,345
1721140472792318883,200,26653125,,347
1721140472797750258,200,26213709,,348
1721140472803076967,200,25931208,,349
1721140472808834633,200,26284334,,350
